,Unnamed: 0,UserID,created_at,Longitude,Latitude,Location,New_Long,New_Lat,New_Loc,Old Region,New Region,Old_Region_Long,Old_Region_Lat,New_Region_Long,New_Region_Lat,Year,Month,Day,Hour,Minute,Second
12286,12945,229248199,2015-04-03 00:39:47,-75.473885,5.0677059,Armenia Quindio COL,-73.1009433,7.098839599999999,Bogota Bogota COL,773.0,186,-75.50286825151855,5.0741009147754434,-73.10826300553325,7.164240043543232,2015,04,03,00,39,47
8402,8835,439532409,2015-04-03 00:40:59,-76.05746440000001,1.8466322,Antioquia COL,-75.8817268,8.7515731,Medellin Antioquia COL,501.0,660,-76.13857524670023,1.7774158700963767,-75.9688997290892,8.604428643067479,2015,04,03,00,40,59
9785,10286,1541607092,2015-04-03 00:59:42,-75.228211,4.441390900000001,Casanare COL,-74.0902079,4.7544943,Bucaramanga Santander COL,113.0,969,-75.2436355128686,4.478220611342182,-74.22253303502151,4.282038647965294,2015,04,03,00,59,42
10768,11327,2825327831,2015-04-03 00:54:00,-74.1089392,4.508766099999999,Bogota Bogota COL,-73.8409108,7.0649508,Villavicencio Meta COL,969.0,192,-74.22253303502151,4.282038647965294,-73.81662468288279,7.025813343710894,2015,04,03,00,54,00
11972,12604,316831182,2015-04-03 00:59:09,-73.0294547,5.8254612,Bogota Bogota COL,-76.5056963,3.4234336,Bogota Bogota COL,831.0,71,-73.08201634917516,5.896645247280362,-76.58320023625186,3.410623389208069,2015,04,03,00,59,09
7422,7800,284518653,2015-04-03 00:16:21,-74.2227147,4.5876434999999995,Villavicencio Meta COL,-73.63645550000001,4.1455078,Bogota Bogota COL,630.0,403,-74.23992739288482,4.507788126321032,-73.46847854559837,4.110928857380912,2015,04,03,00,16,21
8405,8838,2891508205,2015-04-03 00:08:10,-74.0351797,4.7421288,Pereira Risaralda COL,-74.2174305,4.7031549,Valle del Cauca COL,969.0,601,-74.22253303502151,4.282038647965294,-74.22939735785175,4.677094242905014,2015,04,03,00,08,10
9769,10269,293094134,2015-04-03 00:33:59,-75.23379270000001,4.4393413,Bogota Bogota COL,-75.5572558,6.172067500000001,Tulua Valle del Cauca COL,113.0,1039,-75.2436355128686,4.478220611342182,-75.53948701836117,6.148782034613276,2015,04,03,00,33,59
9767,10267,115237579,2015-04-03 00:58:40,-75.61713929999999,6.2443635,Girardot Cundinamarca COL,-73.12179,7.0825,Bogota Bogota COL,993.0,186,-75.5963807304863,6.268681718686395,-73.10826300553325,7.164240043543232,2015,04,03,00,58,40
10788,11348,531647045,2015-04-03 00:41:30,-74.1286396,4.6818067,Ibague Tolima COL,-74.0598307,4.6581064,Bogota Bogota COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,03,00,41,30
