,Unnamed: 0,UserID,created_at,Longitude,Latitude,Location,New_Long,New_Lat,New_Loc,Old Region,New Region,Old_Region_Long,Old_Region_Lat,New_Region_Long,New_Region_Lat,Year,Month,Day,Hour,Minute,Second
67869,71339,1526381899,2015-04-12 00:20:36,-74.07236529999999,4.7321609,Pereira Risaralda COL,-75.66663489,4.84769437,Medellin Antioquia COL,969.0,277,-74.22253303502151,4.282038647965294,-75.6725524529833,4.840545087685683,2015,04,12,00,20,36
67966,71440,593287745,2015-04-12 00:12:57,-75.3882779,9.303325599999999,Ibague Tolima COL,-75.5750902,6.2017742,Sogamoso Boyaca COL,160.0,993,-75.44161534197444,9.324871476437524,-75.5963807304863,6.268681718686395,2015,04,12,00,12,57
67963,71437,573228155,2015-04-12 00:53:51,-74.05393379,4.66778814,Pereira Risaralda COL,-73.10492825,7.11617426,Bogota Bogota COL,969.0,186,-74.22253303502151,4.282038647965294,-73.10826300553325,7.164240043543232,2015,04,12,00,53,51
67951,71423,574085356,2015-04-12 00:29:54,-75.55737057,6.19871886,Bogota Bogota COL,-74.14091349,4.69816216,Manizales Caldas COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,12,00,29,54
67949,71421,736928778,2015-04-12 00:48:47,-74.0151786,4.9218834000000005,Casanare COL,-75.12339,9.824963499999999,Medellin Antioquia COL,554.0,953,-74.036246942992,4.93442949297679,-75.11751078049807,9.841237072283091,2015,04,12,00,48,47
67891,71363,633411040,2015-04-12 00:50:36,-75.5659318,6.2529891,Bogota Bogota COL,-72.4694905,7.902937700000001,Bogota Bogota COL,993.0,299,-75.5963807304863,6.268681718686395,-72.4771775980177,8.077703944981124,2015,04,12,00,50,36
69698,73250,2655373626,2015-04-12 00:26:25,-72.94443000000001,5.7156427,Bogota Bogota COL,-75.2391223,4.440167,Cali Valle del Cauca COL,897.0,113,-72.86979636386104,5.675548653897322,-75.2436355128686,4.478220611342182,2015,04,12,00,26,25
67827,71297,67419445,2015-04-12 00:57:52,-74.05970558,4.65550772,Bogota Bogota COL,-73.6584931,4.099437200000001,Bogota Bogota COL,969.0,403,-74.22253303502151,4.282038647965294,-73.46847854559837,4.110928857380912,2015,04,12,00,57,52
67820,71290,932940068,2015-04-12 00:58:13,-74.1197987,4.5175162,Ibague Tolima COL,-74.07473071,4.59786321,Bogota Bogota COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,12,00,58,13
67805,71275,2768190490,2015-04-12 00:24:24,-74.0923751,4.5651725999999995,Medellin Antioquia COL,-75.6744922,4.813772599999999,Sincelejo Sucre COL,969.0,277,-74.22253303502151,4.282038647965294,-75.6725524529833,4.840545087685683,2015,04,12,00,24,24
67790,71259,386329005,2015-04-12 00:55:20,-74.12756929999999,4.69757,Socorro Santander COL,-74.16504959999999,4.5865577,Pereira Risaralda COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,12,00,55,20
67784,71253,782550072,2015-04-12 00:08:57,-75.60400486,6.23271206,Bucaramanga Santander COL,-75.28934079999999,9.3154859,Bogota Bogota COL,993.0,164,-75.5963807304863,6.268681718686395,-75.23907652611075,9.199890717682537,2015,04,12,00,08,57
67775,71243,150866491,2015-04-12 00:58:54,-74.1091735,4.580442,Bucaramanga Santander COL,-74.07053912,4.61499983,Medellin Antioquia COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,12,00,58,54
67771,71238,2264911147,2015-04-12 00:57:57,-74.18860240000001,4.6233677,Caldas COL,-73.13115999,6.55318258,Ibague Tolima COL,969.0,255,-74.22253303502151,4.282038647965294,-73.1208073978431,6.56515743102068,2015,04,12,00,57,57
67769,71236,1046548052,2015-04-12 00:52:18,-75.23438979999999,4.4315618,Pereira Risaralda COL,-75.60532052,6.2571461,Pereira Risaralda COL,113.0,993,-75.2436355128686,4.478220611342182,-75.5963807304863,6.268681718686395,2015,04,12,00,52,18
67702,71165,316882409,2015-04-12 00:56:57,-75.83762598,5.96951918,Medellin Antioquia COL,-74.1211283,4.6219554,Bogota COL,1111.0,969,-75.7790896148438,5.945944016553169,-74.22253303502151,4.282038647965294,2015,04,12,00,56,57
67700,71163,377578740,2015-04-12 00:39:19,-74.08669188,4.69513432,Bogota Bogota COL,-74.0697415,4.7025251,Pereira Risaralda COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,12,00,39,19
67691,71154,167166482,2015-04-12 00:00:42,-74.07746826,4.64584862,Bogota Bogota COL,-75.6391187,6.1738093,Cali Valle del Cauca COL,969.0,993,-74.22253303502151,4.282038647965294,-75.5963807304863,6.268681718686395,2015,04,12,00,00,42
67689,71151,363786002,2015-04-12 00:29:34,-74.1349075,4.69387646,Bogota Bogota COL,-75.4925808,5.076265900000001,Bogota Bogota COL,969.0,773,-74.22253303502151,4.282038647965294,-75.50286825151855,5.0741009147754434,2015,04,12,00,29,34
67683,71144,1441382832,2015-04-12 00:36:09,-75.7274666,4.822079799999999,Bogota Bogota COL,-73.08616479999999,7.083462299999999,Bucaramanga Santander COL,273.0,218,-75.65507420680916,4.784885575908646,-73.06827337011991,7.08294837631658,2015,04,12,00,36,09
67682,71143,882645864,2015-04-12 00:51:47,-74.1181907,4.7254571,Bogota Bogota COL,-75.27932659999999,2.9323373999999998,Ibague Tolima COL,969.0,477,-74.22253303502151,4.282038647965294,-75.29692926897057,3.035986213792796,2015,04,12,00,51,47
67679,71139,3074210494,2015-04-12 00:51:28,-75.73763050000001,4.796730200000001,Bogota Bogota COL,-74.442755,4.732277099999999,Bogota Bogota COL,273.0,553,-75.65507420680916,4.784885575908646,-74.45815442318803,4.727666444550807,2015,04,12,00,51,28
67971,71445,2798062982,2015-04-12 00:14:22,-75.6446507,6.1777407,Bucaramanga Santander COL,-73.84856479999999,7.068689200000001,Bogota Bogota COL,993.0,192,-75.5963807304863,6.268681718686395,-73.81662468288279,7.025813343710894,2015,04,12,00,14,22
67677,71137,227193933,2015-04-12 00:45:33,-74.03349853,4.74093993,Bogota Bogota COL,-75.6113783,6.1557066,Cali Valle del Cauca COL,969.0,1079,-74.22253303502151,4.282038647965294,-75.6104123483012,6.1383999295131835,2015,04,12,00,45,33
68015,71492,553795855,2015-04-12 00:14:44,-76.65340183,5.69214575,Bogota Bogota COL,-71.7653206,6.1566708,Boyaca COL,514.0,48,-76.64983507832616,5.983291886261583,-70.97874048153795,6.057295475056178,2015,04,12,00,14,44
68047,71526,196286300,2015-04-12 00:17:52,-75.56884825,6.25237872,Medellin Antioquia COL,-74.1029415,4.735882599999999,Bogota Bogota COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,12,00,17,52
68349,71842,862325580,2015-04-12 00:57:51,-73.12291,7.082442100000001,Caqueta COL,-75.6247671,6.1665371,Pereira Risaralda COL,186.0,1051,-73.10826300553325,7.164240043543232,-75.61340139575776,6.17683217611409,2015,04,12,00,57,51
68314,71804,338760698,2015-04-12 00:13:07,-74.11408279999999,4.681458999999999,Valle del Cauca COL,-75.88201590000001,8.7508584,Sogamoso Boyaca COL,969.0,660,-74.22253303502151,4.282038647965294,-75.9688997290892,8.604428643067479,2015,04,12,00,13,07
68298,71787,1450340034,2015-04-12 00:07:53,-72.5009385,7.9237733,Cali Valle del Cauca COL,-74.1160015,4.608374400000001,Bogota Bogota COL,299.0,969,-72.4771775980177,8.077703944981124,-74.22253303502151,4.282038647965294,2015,04,12,00,07,53
68294,71783,120462868,2015-04-12 00:34:47,-75.4370771,6.2720603,Boyaca COL,-74.02566765,4.70556187,Bogota Bogota COL,1047.0,969,-75.44120458472378,6.2715481309914765,-74.22253303502151,4.282038647965294,2015,04,12,00,34,47
68266,71755,165230785,2015-04-12 00:17:54,-75.59014499999999,6.256528299999999,Bogota Bogota COL,-75.67960602,4.80852451,Medellin Antioquia COL,993.0,273,-75.5963807304863,6.268681718686395,-75.65507420680916,4.784885575908646,2015,04,12,00,17,54
68262,71748,337768387,2015-04-12 00:17:37,-75.5679421,6.2401204,Bogota Bogota COL,-74.1207217,4.7070121,Valle del Cauca COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,12,00,17,37
68254,71740,282857448,2015-04-12 00:18:35,-75.58057536,6.18805174,Bogota Bogota COL,-74.115788,4.7296733,Medellin Antioquia COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,12,00,18,35
