,Unnamed: 0,UserID,created_at,Longitude,Latitude,Location,New_Long,New_Lat,New_Loc,Old Region,New Region,Old_Region_Long,Old_Region_Lat,New_Region_Long,New_Region_Lat,Year,Month,Day,Hour,Minute,Second
65861,69240,303479482,2015-04-11 00:27:47,-74.11409509999999,4.5750874,Caqueta COL,-74.07042340000001,4.609114099999999,Medellin Antioquia COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,27,47
60486,63582,401577125,2015-04-11 00:33:47,-75.6628248,4.54469799,Bogota Bogota COL,-75.7838288,4.6741859,Santander COL,287.0,72,-75.71888712424135,4.488297554888304,-75.78108600546473,4.6851987263401895,2015,04,11,00,33,47
62387,65580,224897593,2015-04-11 00:35:59,-75.66160679,4.83383657,Medellin Antioquia COL,-74.1779141,4.6372722,Cali Valle del Cauca COL,277.0,969,-75.6725524529833,4.840545087685683,-74.22253303502151,4.282038647965294,2015,04,11,00,35,59
64784,68106,178365037,2015-04-11 00:36:42,-76.6618175,5.69044599,Bogota Bogota COL,-75.5756522,6.2887473,Bogota Bogota COL,514.0,993,-76.64983507832616,5.983291886261583,-75.5963807304863,6.268681718686395,2015,04,11,00,36,42
62391,65585,2844928813,2015-04-11 00:09:44,-75.8728998,8.7252974,Pereira Risaralda COL,-76.5996552,2.4519313,Medellin Antioquia COL,660.0,715,-75.9688997290892,8.604428643067479,-76.57848404395341,2.4426953998228957,2015,04,11,00,09,44
64782,68104,373607470,2015-04-11 00:02:53,-74.2752474,4.7362993,Bogota Bogota COL,-74.13516329999999,4.6937604,Bogota Bogota COL,598.0,969,-74.25154846204184,4.772097812663958,-74.22253303502151,4.282038647965294,2015,04,11,00,02,53
60464,63557,258504066,2015-04-11 00:00:52,-75.56473551,6.21079691,Monteria Cordoba COL,-72.6509925,7.3716642000000006,Bogota Bogota COL,993.0,324,-75.5963807304863,6.268681718686395,-72.67659541204858,7.36747877342671,2015,04,11,00,00,52
62408,65603,137858894,2015-04-11 00:08:04,-75.5490329,6.2391191,Bogota Bogota COL,-73.04381500000001,5.8241966,Bogota Bogota COL,993.0,831,-75.5963807304863,6.268681718686395,-73.08201634917516,5.896645247280362,2015,04,11,00,08,04
62411,65606,294236552,2015-04-11 00:21:11,-70.7549483,7.0832235,Cali Valle del Cauca COL,-74.1132228,4.712519599999999,Cali Valle del Cauca COL,64.0,969,-70.48464514960395,6.793883512014504,-74.22253303502151,4.282038647965294,2015,04,11,00,21,11
64774,68096,2947085271,2015-04-11 00:49:31,-74.1927652,4.6345833,Sogamoso Boyaca COL,-74.1030475,4.74422438,Pereira Risaralda COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,49,31
60455,63547,131355025,2015-04-11 00:24:25,-76.5222,3.4206,Sogamoso Boyaca COL,-76.2430258,3.4164686,Bogota Bogota COL,71.0,98,-76.58320023625186,3.410623389208069,-76.18147364034618,3.4211204186724444,2015,04,11,00,24,25
60453,63545,624942464,2015-04-11 00:15:26,-74.2254828,4.577218299999999,Bogota Bogota COL,-74.0993273,4.7458160000000005,Medellin Antioquia COL,630.0,969,-74.23992739288482,4.507788126321032,-74.22253303502151,4.282038647965294,2015,04,11,00,15,26
64760,68082,1963568311,2015-04-11 00:13:48,-73.9700747,5.0218362999999995,Bogota Bogota COL,-73.14099843,7.1098634999999994,Bogota Bogota COL,659.0,186,-74.00283819152929,5.060877493851309,-73.10826300553325,7.164240043543232,2015,04,11,00,13,48
60443,63533,873988141,2015-04-11 00:19:00,-75.65434350000001,4.855855200000001,Bogota Bogota COL,-75.26668599999999,6.1374026,Tunja Boyaca COL,277.0,1096,-75.6725524529833,4.840545087685683,-75.23854173436352,6.1240261169617725,2015,04,11,00,19,00
60442,63532,230521216,2015-04-11 00:39:31,-74.0811085,4.6786748,Barrancabermeja Santander COL,-74.03573418,4.69355339,Bogota Bogota COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,39,31
60441,63531,69694810,2015-04-11 00:31:30,-75.21301070000001,4.43160583,Bogota Bogota COL,-74.136853,4.58193782,Bogota Bogota COL,113.0,969,-75.2436355128686,4.478220611342182,-74.22253303502151,4.282038647965294,2015,04,11,00,31,30
62424,65620,2833402928,2015-04-11 00:58:35,-75.7339507,4.7988528,Armenia Quindio COL,-75.19457461,4.45141272,Bucaramanga Santander COL,273.0,113,-75.65507420680916,4.784885575908646,-75.2436355128686,4.478220611342182,2015,04,11,00,58,35
62430,65626,156528326,2015-04-11 00:01:04,-74.05803859,4.65534693,Medellin Antioquia COL,-74.1018022,4.756824900000001,Medellin Antioquia COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,01,04
65614,68984,1908936541,2015-04-11 00:25:27,-75.2434087,4.4272444,Ibague Tolima COL,-76.5281805,3.4246955000000003,Medellin Antioquia COL,113.0,71,-75.2436355128686,4.478220611342182,-76.58320023625186,3.410623389208069,2015,04,11,00,25,27
62439,65636,114790789,2015-04-11 00:36:26,-74.0378527,4.71996854,Bogota Bogota COL,-74.22197390000001,4.706841900000001,Armenia Quindio COL,969.0,601,-74.22253303502151,4.282038647965294,-74.22939735785175,4.677094242905014,2015,04,11,00,36,26
64758,68080,309851272,2015-04-11 00:45:03,-74.08700870000001,4.728282,Ibague Tolima COL,-76.5211757,3.4413341,Medellin Antioquia COL,969.0,71,-74.22253303502151,4.282038647965294,-76.58320023625186,3.410623389208069,2015,04,11,00,45,03
64757,68079,206486990,2015-04-11 00:37:02,-74.0613558,4.8558693,Cucuta Norte de Santander COL,-74.05760536,4.64999172,Ibague Tolima COL,559.0,969,-74.03792257376774,4.867603154212247,-74.22253303502151,4.282038647965294,2015,04,11,00,37,02
64750,68072,1312139918,2015-04-11 00:59:27,-75.5827151,6.299449500000001,Bucaramanga Santander COL,-75.62236117,6.25295199,Pereira Risaralda COL,993.0,993,-75.5963807304863,6.268681718686395,-75.5963807304863,6.268681718686395,2015,04,11,00,59,27
62470,65668,243708196,2015-04-11 00:48:32,-76.50274920000001,3.4828894999999997,Florencia Caqueta COL,-76.49755703,3.4489888999999994,Bogota COL,71.0,71,-76.58320023625186,3.410623389208069,-76.58320023625186,3.410623389208069,2015,04,11,00,48,32
60408,63494,269053363,2015-04-11 00:48:16,-74.18063259999998,4.6188791,Bucaramanga Santander COL,-74.3591222,4.3531072,Bogota Bogota COL,969.0,574,-74.22253303502151,4.282038647965294,-74.41207813030144,4.3249012638822535,2015,04,11,00,48,16
60400,63486,241310909,2015-04-11 00:29:59,-75.2439128,4.4340184,Pereira Risaralda COL,-74.1086624,4.556204,Bogota Bogota COL,113.0,969,-75.2436355128686,4.478220611342182,-74.22253303502151,4.282038647965294,2015,04,11,00,29,59
65628,69000,249833609,2015-04-11 00:49:25,-74.1047444,4.7380474999999995,Bogota Bogota COL,-75.56618540000001,6.2083654,Popayan Cauca COL,969.0,993,-74.22253303502151,4.282038647965294,-75.5963807304863,6.268681718686395,2015,04,11,00,49,25
60397,63483,231943552,2015-04-11 00:48:39,-76.2865687,3.5298537000000003,Antioquia COL,-76.5483571,3.3894196000000005,Bogota Bogota COL,97.0,71,-76.22147025944486,3.5832152427392994,-76.58320023625186,3.410623389208069,2015,04,11,00,48,39
65635,69007,2590957013,2015-04-11 00:40:38,-74.1414934,4.639974400000001,Medellin Antioquia COL,-74.3606177,4.3327852,Medellin Antioquia COL,969.0,574,-74.22253303502151,4.282038647965294,-74.41207813030144,4.3249012638822535,2015,04,11,00,40,38
62499,65699,1312139918,2015-04-11 00:37:54,-75.582701,6.299434099999999,Bogota Bogota COL,-74.0780907,4.755527799999999,Bogota Bogota COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,11,00,37,54
60488,63584,59244758,2015-04-11 00:51:08,-74.09139988,4.66512389,Bucaramanga Santander COL,-75.6808005,4.8188669,Bogota Bogota COL,969.0,277,-74.22253303502151,4.282038647965294,-75.6725524529833,4.840545087685683,2015,04,11,00,51,08
62379,65572,258408683,2015-04-11 00:33:19,-74.14734200000001,4.6391591,Bogota Bogota COL,-74.634385,4.205928500000001,Girardot Cundinamarca COL,969.0,139,-74.22253303502151,4.282038647965294,-74.65473206263455,4.18424230733666,2015,04,11,00,33,19
62375,65568,143885693,2015-04-11 00:48:10,-74.1657102,4.6409606,Bogota COL,-75.59484991,6.22255154,Bucaramanga Santander COL,969.0,993,-74.22253303502151,4.282038647965294,-75.5963807304863,6.268681718686395,2015,04,11,00,48,10
62364,65557,2312528359,2015-04-11 00:31:24,-74.1671095,4.6091514,Antioquia COL,-75.2077971,4.4399094,Manizales Caldas COL,969.0,113,-74.22253303502151,4.282038647965294,-75.2436355128686,4.478220611342182,2015,04,11,00,31,24
62110,65286,1297321237,2015-04-11 00:20:50,-75.4991417,5.0529257,Bogota Bogota COL,-75.6093746,6.1555527,Bogota Bogota COL,773.0,1079,-75.50286825151855,5.0741009147754434,-75.6104123483012,6.1383999295131835,2015,04,11,00,20,50
62143,65319,310428397,2015-04-11 00:06:29,-73.0445704,5.8271156,Bogota Bogota COL,-73.81114090000001,3.7947154999999997,Bogota Bogota COL,831.0,408,-73.08201634917516,5.896645247280362,-74.06306227035746,3.8594919049275234,2015,04,11,00,06,29
62169,65347,306778486,2015-04-11 00:40:51,-74.0609656,4.6468746,Medellin Antioquia COL,-76.6403177,2.4380841,Bogota Bogota COL,969.0,715,-74.22253303502151,4.282038647965294,-76.57848404395341,2.4426953998228957,2015,04,11,00,40,51
64877,68202,396156823,2015-04-11 00:09:23,-73.11527740000001,7.110779099999999,Bogota Bogota COL,-74.0563536,4.7387942,Bogota Bogota COL,186.0,969,-73.10826300553325,7.164240043543232,-74.22253303502151,4.282038647965294,2015,04,11,00,09,23
64864,68189,905332183,2015-04-11 00:58:07,-74.03432822,4.74026027,Bogota Bogota COL,-75.29561770000001,9.309476,Tulua Valle del Cauca COL,969.0,164,-74.22253303502151,4.282038647965294,-75.23907652611075,9.199890717682537,2015,04,11,00,58,07
60616,63719,210186851,2015-04-11 00:10:28,-75.6192327,6.2551032,Manizales Caldas COL,-74.0916603,4.5776712999999996,Bucaramanga Santander COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,11,00,10,28
60603,63706,397492962,2015-04-11 00:36:54,-74.0949204,4.7309253,Cali Valle del Cauca COL,-74.10099727,4.74206201,Bogota Bogota COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,36,54
60597,63700,726084961,2015-04-11 00:06:33,-74.0376602,4.759778900000001,Cundinamarca COL,-74.1398287,4.6441349,Bogota Bogota COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,06,33
60593,63695,427656139,2015-04-11 00:34:19,-75.6893905,4.5349272,Ibague Tolima COL,-75.19763959999999,4.443072900000001,Ibague Tolima COL,287.0,113,-75.71888712424135,4.488297554888304,-75.2436355128686,4.478220611342182,2015,04,11,00,34,19
60588,63690,436289482,2015-04-11 00:51:37,-74.1070682,4.7175085999999995,Bogota Bogota COL,-73.13038590000001,6.554765700000001,Medellin Antioquia COL,969.0,255,-74.22253303502151,4.282038647965294,-73.1208073978431,6.56515743102068,2015,04,11,00,51,37
64849,68174,2423924272,2015-04-11 00:39:45,-72.5233024,7.9120307,Manizales Caldas COL,-74.10842591,4.676254599999999,Bogota Bogota COL,299.0,969,-72.4771775980177,8.077703944981124,-74.22253303502151,4.282038647965294,2015,04,11,00,39,45
60580,63682,2169362341,2015-04-11 00:06:38,-74.2239634,4.7241248,Bucaramanga Santander COL,-75.51818879999999,6.3417986,Medellin Antioquia COL,572.0,1033,-74.19732349798099,4.746813138165834,-75.49424234475836,6.363577086513374,2015,04,11,00,06,38
62216,65400,309187903,2015-04-11 00:01:44,-75.28775445,2.92949704,Medellin Antioquia COL,-74.14358349999999,4.5916888,Buenaventura Valle del Cauca COL,477.0,969,-75.29692926897057,3.035986213792796,-74.22253303502151,4.282038647965294,2015,04,11,00,01,44
60572,63674,156652526,2015-04-11 00:28:57,-74.2170766,4.7040292,Bogota Bogota COL,-75.6958812,4.5165241,Cali Valle del Cauca COL,601.0,287,-74.22939735785175,4.677094242905014,-75.71888712424135,4.488297554888304,2015,04,11,00,28,57
60376,63462,1345513388,2015-04-11 00:58:38,-74.1040629,4.711099400000001,Bogota Bogota COL,-72.48967621,7.91055774,Bogota Bogota COL,969.0,299,-74.22253303502151,4.282038647965294,-72.4771775980177,8.077703944981124,2015,04,11,00,58,38
62222,65406,48182867,2015-04-11 00:26:38,-74.13493551,4.62301426,Bogota Bogota COL,-73.0916618,7.0621884,Cali Valle del Cauca COL,969.0,218,-74.22253303502151,4.282038647965294,-73.06827337011991,7.08294837631658,2015,04,11,00,26,38
65522,68887,371345296,2015-04-11 00:49:46,-75.2999072,2.9564206000000004,Norte de Santander COL,-73.11778670000001,7.13145452,Bogota Bogota COL,477.0,186,-75.29692926897057,3.035986213792796,-73.10826300553325,7.164240043543232,2015,04,11,00,49,46
62233,65417,483331370,2015-04-11 00:16:57,-75.64887370000001,6.172611799999999,Bucaramanga Santander COL,-75.67264279999999,4.828260299999999,Bogota Bogota COL,993.0,277,-75.5963807304863,6.268681718686395,-75.6725524529833,4.840545087685683,2015,04,11,00,16,57
64842,68167,1717244622,2015-04-11 00:47:19,-75.8686224,5.204269999999999,Medellin Antioquia COL,-75.53611,6.29139,Bogota Bogota COL,276.0,993,-75.86723988431321,5.190157883879267,-75.5963807304863,6.268681718686395,2015,04,11,00,47,19
62248,65434,79852432,2015-04-11 00:14:41,-74.0687959,4.6177708,Cali Valle del Cauca COL,-74.1178542,4.6224815,Pereira Risaralda COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,14,41
60557,63659,807269982,2015-04-11 00:58:51,-76.46676529999999,3.4349410000000002,Manizales Caldas COL,-75.3405,6.167215000000001,Bogota Bogota COL,71.0,1061,-76.58320023625186,3.410623389208069,-75.30451973589706,6.186549568008218,2015,04,11,00,58,51
62263,65450,2424496808,2015-04-11 00:43:52,-75.6576705,4.8332125999999995,Bogota Bogota COL,-74.05957673,4.66463466,Bogota Bogota COL,277.0,969,-75.6725524529833,4.840545087685683,-74.22253303502151,4.282038647965294,2015,04,11,00,43,52
60539,63639,395433664,2015-04-11 00:49:25,-74.0638431,4.733091099999999,Antioquia COL,-72.4873897,7.9060948,Pereira Risaralda COL,969.0,299,-74.22253303502151,4.282038647965294,-72.4771775980177,8.077703944981124,2015,04,11,00,49,25
62284,65472,1312139918,2015-04-11 00:30:11,-75.5826723,6.2994945,Santander COL,-74.0261407,4.735300700000001,Antioquia COL,993.0,969,-75.5963807304863,6.268681718686395,-74.22253303502151,4.282038647965294,2015,04,11,00,30,11
60528,63626,2864687543,2015-04-11 00:27:17,-75.6425457,6.1768568,Bogota Bogota COL,-75.20088620000001,4.4558696,Barrancabermeja Santander COL,993.0,113,-75.5963807304863,6.268681718686395,-75.2436355128686,4.478220611342182,2015,04,11,00,27,17
62293,65481,844766707,2015-04-11 00:50:00,-75.5248392,5.0586922,Ibague Tolima COL,-74.0487038,4.666718599999999,Sincelejo Sucre COL,773.0,969,-75.50286825151855,5.0741009147754434,-74.22253303502151,4.282038647965294,2015,04,11,00,50,00
62331,65521,366287145,2015-04-11 00:55:44,-74.2025316,4.6051342,Medellin Antioquia COL,-74.0699113,4.615735400000001,Girardot Cundinamarca COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,55,44
62355,65548,309851272,2015-04-11 00:08:58,-74.0870113,4.7282621,Bogota Bogota COL,-74.1182295,4.7149165,Bucaramanga Santander COL,969.0,969,-74.22253303502151,4.282038647965294,-74.22253303502151,4.282038647965294,2015,04,11,00,08,58
60501,63597,2206865776,2015-04-11 00:26:40,-75.1926679,4.4436663,Medellin Antioquia COL,-73.83969,7.066439999999999,Medellin Antioquia COL,113.0,192,-75.2436355128686,4.478220611342182,-73.81662468288279,7.025813343710894,2015,04,11,00,26,40
